日期|+|XBANK事件工单|+|机构号|+|机构|+|归属模块|+|工单状态|+|COUNT(*)
2016-07-01|+|Xbank事件工单|+|0516|+|武汉青年支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|0601|+|大连分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-01|+|Xbank事件工单|+|0700|+|杭州分行|+|金卡系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|0727|+|杭州庆春支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|0811|+|南京河西支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|0900|+|太原分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|0901|+|太原五一路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1003|+|石家庄维明大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1100|+|重庆分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1106|+|重庆杨家坪支行|+|老EUSP系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1122|+|重庆马家岩支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1502|+|福州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1604|+|济南东城支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-01|+|Xbank事件工单|+|1801|+|深圳分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1806|+|深圳福田支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1819|+|深圳香蜜支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-01|+|Xbank事件工单|+|1824|+|深圳华强支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1910|+|宁波开明街支行|+|宁波同城系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|1918|+|宁波嵩江路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2000|+|成都分行|+|NPS系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2004|+|成都科华支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2006|+|成都东风支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2120|+|天津西青支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2204|+|昆明北京路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2402|+|三亚解放路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2600|+|苏州分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2603|+|苏州昆山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2607|+|干将支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2712|+|青岛黄岛支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|2901|+|厦门分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-01|+|Xbank事件工单|+|2909|+|厦门前埔支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|3003|+|郑州郑汴路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|3205|+|无锡锡山支行|+|cbank系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|3207|+|无锡南长支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-01|+|Xbank事件工单|+|3300|+|长春分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|3409|+|合肥马鞍山路支行|+|乐收银综合商务平台|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|6
2016-07-01|+|Xbank事件工单|+|4601|+|中山分行营业部|+|xBank2.0系统|+|已关闭|+|3
2016-07-01|+|Xbank事件工单|+|5201|+|大同分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-01|+|Xbank事件工单|+|5201|+|大同分行营业部|+|银保通系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|6700|+|珠海分行会计业务处理中心|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|7003|+|许昌禹州支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|7907|+|临沂兰山支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-01|+|Xbank事件工单|+|8601|+|金华分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|6
2016-07-01|+|Xbank事件工单|+|B701|+|惠州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|C000|+|银川分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-01|+|Xbank事件工单|+|C001|+|银川分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-01|+|Xbank事件工单|+|C701|+|西宁分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|2
2016-07-02|+|Xbank事件工单|+|0249|+|上海田林支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|0504|+|武汉三阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|0506|+|武汉桥口支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-02|+|Xbank事件工单|+|0519|+|武汉汉阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-02|+|Xbank事件工单|+|0908|+|太原三墙路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|1105|+|重庆渝中支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|1114|+|重庆大渡口支行|+|村镇银行xBank2.0|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|2201|+|昆明分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|2903|+|厦门分行集美支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-02|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|0205|+|上海市东支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|0235|+|上海天钥支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|0513|+|武汉徐东支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-03|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|0910|+|太原漪汾支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|1022|+|石家庄自强路支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-03|+|Xbank事件工单|+|1701|+|汕头分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|2028|+|温江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|5511|+|南宁高新支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-03|+|Xbank事件工单|+|C001|+|银川分行营业部|+|金融IC卡系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|3
2016-07-04|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|0126|+|北京和平里支行|+|交易型理财产品销售系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0129|+|北京三元支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0137|+|北京分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0138|+|北京空港支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0150|+|北京总部基地支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0160|+|北京广渠门支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0216|+|上海陆家嘴支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0234|+|上海漕河泾支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-04|+|Xbank事件工单|+|0234|+|上海漕河泾支行|+|(null)|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0235|+|上海天钥支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0238|+|上海分行宝山支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|0262|+|上海九星支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0333|+|广州新塘支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0375|+|佛山里水支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|0403|+|国际结算|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0524|+|武汉滨江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|0615|+|大连瓦房店支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|0725|+|绍兴柯桥支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|0914|+|太原千峰南路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1017|+|石家庄平安南大街支行|+|cbank系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1017|+|石家庄平安南大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1108|+|重庆加州支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1118|+|重庆渝北支行|+|cbank系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1123|+|重庆观农贸支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1215|+|西安枫林绿洲支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1301|+|贵阳分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1503|+|福州东街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1605|+|济南经十路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1607|+|济南高新支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1703|+|汕头荣兴支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1704|+|汕头人民广场支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1807|+|深圳宝安支行|+|cbank系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1809|+|深圳南山支行|+|BPP系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1809|+|深圳南山支行|+|电子同城系统(雁联同城平台)|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1811|+|深圳龙岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1818|+|深圳盐田支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1827|+|深圳南海支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|1840|+|深圳桃园支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1901|+|宁波分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1901|+|宁波分行营业部|+|贵金属延期交易系统(黄金T+D)|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|1910|+|宁波开明街支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|2004|+|成都科华支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2009|+|九眼桥支行|+|cbank系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2009|+|九眼桥支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2024|+|郫县支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2105|+|天津河东支行|+|代理业务平台|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2120|+|天津西青支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2617|+|苏州木渎支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2707|+|青岛麦岛支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|2708|+|青岛即墨支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|2714|+|青岛金水路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|2904|+|厦门分行厦禾支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|3012|+|郑州嵩山路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|3103|+|长沙人民路支行|+|PE系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|3103|+|长沙人民路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|3309|+|长春欧亚卖场支行|+|cbank系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|3313|+|长春高新支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|3314|+|长春南环支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|4103|+|潍坊安丘支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|4601|+|中山分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|6301|+|宝鸡分行营业部|+|cbank系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|6301|+|宝鸡分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|7301|+|淮安分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|7701|+|马鞍山分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-04|+|Xbank事件工单|+|8202|+|威海荣成支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|8306|+|济宁微山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|A802|+|兰州七里河支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|C000|+|银川分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-04|+|Xbank事件工单|+|C400|+|漯河分行|+|总行国库信息处理系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|5
2016-07-05|+|Xbank事件工单|+|0100|+|北京管理部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|三方存管系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0111|+|北京西客站支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0119|+|北京方庄支行|+|网银互联系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0120|+|北京紫竹支行|+|验印系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0122|+|北京亚运村支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0131|+|北京劲松支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0135|+|北京首都机场支行|+|老EUSP系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0136|+|北京西二环支行|+|网银互联系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0150|+|北京总部基地支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0200|+|上海分行|+|FDM系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0204|+|上海市北支行|+|BPP系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0215|+|上海长宁支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0243|+|上海吴中支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0301|+|广州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0314|+|广州番禺支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0315|+|广州新城支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|0318|+|广州经济开发区支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|0319|+|广州羊城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0337|+|广州一德路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0340|+|广州石井支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|0611|+|大连新华支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|0623|+|大连延安路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0623|+|大连延安路支行|+|老EUSP系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0624|+|大连马栏广场支行|+|xBank1.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0624|+|大连马栏广场支行|+|老EUSP系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0821|+|南京弘阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0901|+|太原五一路支行|+|NPS系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0901|+|太原五一路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0924|+|太原晋阳街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|0928|+|太原新晋祠路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1003|+|石家庄维明大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1004|+|石家庄和平西路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1007|+|石家庄槐南路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1101|+|重庆分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1102|+|重庆南坪支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1119|+|重庆九龙园区支行|+|cbank系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1221|+|西安曲江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1308|+|贵阳西南商贸城支行|+|cbank系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1308|+|贵阳西南商贸城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|15D0|+|福州正祥滨江假日社区支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1620|+|济南领秀城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1801|+|深圳分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1802|+|深圳罗湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1809|+|深圳南山支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|1821|+|深圳福民支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1826|+|深圳莲花支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1828|+|深圳龙城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1833|+|深圳沙井支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|1840|+|深圳桃园支行|+|xBank2.0系统|+|已关闭|+|4
2016-07-05|+|Xbank事件工单|+|1904|+|宁波江东支行|+|老EUSP系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2001|+|成都分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2005|+|成都清江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2006|+|成都东风支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2009|+|九眼桥支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2019|+|成都光华支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|2031|+|成都青白江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2031|+|成都青白江支行|+|金融IC卡系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2108|+|天津梅江支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|2110|+|天津塘沽支行|+|(null)|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2116|+|天津华苑支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2312|+|泉州石狮灵秀支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2603|+|苏州昆山支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|2701|+|青岛分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2707|+|青岛麦岛支行|+|BPP系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2707|+|青岛麦岛支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-05|+|Xbank事件工单|+|2904|+|厦门分行厦禾支行|+|现金管理系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|2909|+|厦门前埔支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3003|+|郑州郑汴路支行|+|交易型理财产品销售系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3101|+|长沙分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3103|+|长沙人民路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3113|+|长沙湘府路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3204|+|宜兴支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3301|+|长春分行营业部|+|BPP系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3301|+|长春分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3603|+|邯郸峰峰矿区支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-05|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|2
